Unnamed: 0,brand,name,price,n_of_reviews,n_of_loves,review_score,size,clean_product,category_Anti-Aging,category_BB_&_CC_Cream,category_Bath_&_Shower,category_Beauty_Supplements,category_Blemish_&_Acne_Treatments,category_Blotting_Papers,category_Body_Lotions_&_Body_Oils,category_Cellulite_&_Stretch_Marks,category_Decollete_&_Neck_Creams,category_Exfoliators,category_Eye_Creams_&_Treatments,category_Eye_Masks,category_Face_Masks,category_Face_Oils,category_Face_Primer,category_Face_Serums,category_Face_Sunscreen,category_Face_Wash_&_Cleansers,category_Facial_Peels,category_Foundation,category_Hair_Oil,category_Highlighter,category_Holistic_Wellness,category_Mini_Size,category_Mists_&_Essences,category_Moisturizer_&_Treatments,category_Moisturizers,category_Night_Creams,category_Setting_Spray_&_Powder,category_Sheet_Masks,category_Skincare,category_Tinted_Moisturizer,category_Toners,category_Tools,category_Value_&_Gift_Sets,reviews_to_loves_ratio,return_on_reviews,price_per_ounce,product_name_std,brand_name_std,match_key,category
495,Dr. Brandt Skincare,Do Not Age with Dr. Brandt Time Reversing Cream,132.0,73,1829,4.2055,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.99,5.76,77.65,do_not_age_with_dr._brandt_time_reversing_cream,dr._brandt_skincare,dr._brandt_skincare_do_not_age_with_dr._brandt_time_reversing_cream,Moisturizers
496,CLINIQUE,Repairwear Laser Focus Line Smoothing Cream Broad Spectrum SPF 15 for Very Dry to Dry Combination Skin,50.0,7,869,4.4286,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.81,63.27,29.41,repairwear_laser_focus_line_smoothing_cream_broad_spectrum_spf_15_for_very_dry_to_dry_combination_skin,clinique,clinique_repairwear_laser_focus_line_smoothing_cream_broad_spectrum_spf_15_for_very_dry_to_dry_combination_skin,Moisturizers
497,Algenist,ELEVATE Advanced Lift Contouring Cream,96.0,32,1676,4.3438,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.91,13.57,48.0,elevate_advanced_lift_contouring_cream,algenist,algenist_elevate_advanced_lift_contouring_cream,Moisturizers
498,Moroccanoil,Pure Argan Oil,52.0,12,4854,5.0,1.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,41.67,30.59,pure_argan_oil,moroccanoil,moroccanoil_pure_argan_oil,Moisturizers
499,REN Clean Skincare,Bio Retinoid‚Ñ¢ Anti-Ageing Cream,69.0,56,4125,4.0714,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.36,7.27,40.59,bio_retinoid‚ñ¢_anti_ageing_cream,ren_clean_skincare,ren_clean_skincare_bio_retinoid‚ñ¢_anti_ageing_cream,
500,Mario Badescu,Buttermilk Moisturizer,18.0,10,2205,4.9,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.45,49.0,9.0,buttermilk_moisturizer,mario_badescu,mario_badescu_buttermilk_moisturizer,Moisturizers
501,Erno Laszlo,Hydra-Therapy Memory Sleep Mask,95.0,64,4229,4.6719,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51,7.3,70.37,hydra_therapy_memory_sleep_mask,erno_laszlo,erno_laszlo_hydra_therapy_memory_sleep_mask,Moisturizers
502,Kiehl's Since 1851,Skin Tone Correcting & Beautifying BB Cream Sunscreen Broad Spectrum SPF 50,38.0,26,4473,3.7692,1.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,14.5,28.15,skin_tone_correcting_beautifying_bb_cream_sunscreen_broad_spectrum_spf_50,kiehl's_since_1851,kiehl's_since_1851_skin_tone_correcting_beautifying_bb_cream_sunscreen_broad_spectrum_spf_50,Moisturizers
503,Shiseido,Benefiance NutriPerfect Night Cream,97.0,31,2404,4.6452,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.29,14.98,57.06,benefiance_nutriperfect_night_cream,shiseido,shiseido_benefiance_nutriperfect_night_cream,Moisturizers
504,Caudalie,Vine[activ] 3-in-1 Vitamin C Anti-Wrinkle Moisturizer,44.0,32,2850,3.25,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.12,10.16,33.85,vine[activ]_3_in_1_vitamin_c_anti_wrinkle_moisturizer,caudalie,caudalie_vine[activ]_3_in_1_vitamin_c_anti_wrinkle_moisturizer,Moisturizers
505,Dr. Brandt Skincare,pores no more¬Æ Mattifying Hydrator Pore Minimizing Gel,48.0,19,2338,4.2632,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,22.44,28.24,pores_no_more¬æ_mattifying_hydrator_pore_minimizing_gel,dr._brandt_skincare,dr._brandt_skincare_pores_no_more¬æ_mattifying_hydrator_pore_minimizing_gel,
506,GLAMGLOW,DREAMDUO‚Ñ¢ Overnight Transforming Treatment,59.0,357,32247,4.2157,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.11,1.18,,dreamduo‚ñ¢_overnight_transforming_treatment,glamglow,glamglow_dreamduo‚ñ¢_overnight_transforming_treatment,
507,Est√©e Lauder,Resilience Lift Night Lifting/Firming Face and Neck Creme,92.0,9,1346,3.8889,1.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,43.21,54.12,resilience_lift_night_lifting_firming_face_and_neck_creme,estée_lauder,estée_lauder_resilience_lift_night_lifting_firming_face_and_neck_creme,Moisturizers
508,High Beauty,High Expectations Cannabis Seed Facial Oil,54.0,32,4474,4.6875,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,14.65,54.0,high_expectations_cannabis_seed_facial_oil,high_beauty,high_beauty_high_expectations_cannabis_seed_facial_oil,Moisturizers
509,KORRES,Greek Yoghurt Smoothie Priming Moisturiser,42.0,146,6257,4.0479,1.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.33,2.77,41.58,greek_yoghurt_smoothie_priming_moisturiser,korres,korres_greek_yoghurt_smoothie_priming_moisturiser,Moisturizers
510,Origins,Dr. Andrew Weil For Origins‚ Mega-Mushroom Relief & Resilience Soothing Treatment Lotion,20.0,43,3675,4.093,3.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.17,9.52,5.88,dr._andrew_weil_for_origins‚_mega_mushroom_relief_resilience_soothing_treatment_lotion,origins,origins_dr._andrew_weil_for_origins‚_mega_mushroom_relief_resilience_soothing_treatment_lotion,
511,Algenist,SPLASH Absolute Hydration Replenishing Gel Moisturizer,58.0,88,3153,4.0455,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.79,4.6,29.0,splash_absolute_hydration_replenishing_gel_moisturizer,algenist,algenist_splash_absolute_hydration_replenishing_gel_moisturizer,Moisturizers
512,Charlotte Tilbury,Charlotte's Magic Cream Mini,29.0,32,6887,3.5312,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.46,11.04,58.0,charlotte's_magic_cream_mini,charlotte_tilbury,charlotte_tilbury_charlotte's_magic_cream_mini,Moisturizers
513,REN Clean Skincare,And Now to Sleep Pillow Spray,25.0,70,6652,4.3286,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.05,6.18,10.0,and_now_to_sleep_pillow_spray,ren_clean_skincare,ren_clean_skincare_and_now_to_sleep_pillow_spray,Moisturizers
514,Algenist,Hydrating Essence Toner,25.0,151,8646,4.3245,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.75,2.86,5.0,hydrating_essence_toner,algenist,algenist_hydrating_essence_toner,Moisturizers
515,Lancer,The Method: Nourish Blemish Control,125.0,8,1614,3.625,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,45.31,73.53,the_method:_nourish_blemish_control,lancer,lancer_the_method:_nourish_blemish_control,Moisturizers
516,AMOREPACIFIC,TIME RESPONSE Skin Reserve Cr√®me,150.0,1,231,5.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.43,500.0,300.0,time_response_skin_reserve_cr√_me,amorepacific,amorepacific_time_response_skin_reserve_cr√_me,
517,CLINIQUE,Clinique Smart Treatment Oil,44.5,36,4055,4.6389,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,12.89,44.5,clinique_smart_treatment_oil,clinique,clinique_clinique_smart_treatment_oil,Moisturizers
518,CLINIQUE,Superdefense SPF 20 Age Defense Moisturizer Combination Oily to Oily,48.0,174,2296,3.9598,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.58,2.28,28.24,superdefense_spf_20_age_defense_moisturizer_combination_oily_to_oily,clinique,clinique_superdefense_spf_20_age_defense_moisturizer_combination_oily_to_oily,Moisturizers
519,Est√©e Lauder,Enlighten Dark Spot Correcting Night Serum,98.0,49,5711,3.9592,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,8.08,57.65,enlighten_dark_spot_correcting_night_serum,estée_lauder,estée_lauder_enlighten_dark_spot_correcting_night_serum,Moisturizers
520,Biossance,Squalane + Micronutrient Fine Mist,32.0,27,5215,4.3333,2.53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.52,16.05,12.65,squalane_micronutrient_fine_mist,biossance,biossance_squalane_micronutrient_fine_mist,Moisturizers
521,Kiehl's Since 1851,Powerful Wrinkle Reducing Cream Sunscreen Broad Spectrum SPF 30,74.0,8,1207,3.75,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.66,46.88,29.6,powerful_wrinkle_reducing_cream_sunscreen_broad_spectrum_spf_30,kiehl's_since_1851,kiehl's_since_1851_powerful_wrinkle_reducing_cream_sunscreen_broad_spectrum_spf_30,Moisturizers
522,Shiseido,Future Solution LX Concentrated Balancing Softener,107.0,7,1096,5.0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.64,71.43,18.77,future_solution_lx_concentrated_balancing_softener,shiseido,shiseido_future_solution_lx_concentrated_balancing_softener,Moisturizers
523,Shiseido,Benefiance Concentrated Neck Contour Treatment,55.0,71,2654,3.9155,1.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68,5.51,30.56,benefiance_concentrated_neck_contour_treatment,shiseido,shiseido_benefiance_concentrated_neck_contour_treatment,Moisturizers
524,Moroccanoil,Face Lotion SPF 30,38.0,6,2060,4.6667,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,77.78,22.35,face_lotion_spf_30,moroccanoil,moroccanoil_face_lotion_spf_30,Moisturizers
525,Dr. Dennis Gross Skincare,Firming Peptide Milk,68.0,27,4056,4.1852,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.67,15.5,68.0,firming_peptide_milk,dr._dennis_gross_skincare,dr._dennis_gross_skincare_firming_peptide_milk,Moisturizers
526,Lanc√¥me,Visionnaire Nuit Beauty Sleep Perfector,92.0,77,4243,4.4156,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.81,5.73,54.12,visionnaire_nuit_beauty_sleep_perfector,lanc√¥me,lanc√¥me_visionnaire_nuit_beauty_sleep_perfector,
527,MILK MAKEUP,Hydrating Oil Stick,24.0,183,24767,4.1038,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,2.24,24.0,hydrating_oil_stick,milk_makeup,milk_makeup_hydrating_oil_stick,Moisturizers
528,AMOREPACIFIC,Botanical Radiance Oil,105.0,46,1848,3.7826,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49,8.22,105.0,botanical_radiance_oil,amorepacific,amorepacific_botanical_radiance_oil,Moisturizers
529,Kiehl's Since 1851,Clearly Corrective‚ Brightening & Soothing Treatment Water,45.0,15,4171,4.7333,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.36,31.56,6.62,clearly_corrective‚_brightening_soothing_treatment_water,kiehl's_since_1851,kiehl's_since_1851_clearly_corrective‚_brightening_soothing_treatment_water,
530,Murad,The Power of Hydration,60.0,12,1579,4.5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.76,37.5,60.0,the_power_of_hydration,murad,murad_the_power_of_hydration,Moisturizers
531,Perricone MD,Multi-Action Overnight Intensive Firming Mask,99.0,229,1842,4.2707,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.43,1.86,49.5,multi_action_overnight_intensive_firming_mask,perricone_md,perricone_md_multi_action_overnight_intensive_firming_mask,Moisturizers
532,Eve Lom,WHITE Brightening Cream,110.0,12,1892,4.5833,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.63,38.19,64.71,white_brightening_cream,eve_lom,eve_lom_white_brightening_cream,Moisturizers
533,bareMinerals,ETERNALIXIR‚Ñ¢ Skin-Volumizing Oil Serum,55.0,18,3918,4.4444,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,24.69,55.0,eternalixir‚ñ¢_skin_volumizing_oil_serum,bareminerals,bareminerals_eternalixir‚ñ¢_skin_volumizing_oil_serum,
534,Lanc√¥me,Hydra Zen Anti-Stress Moisturizing Face Cream,48.0,56,1649,4.2857,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.4,7.65,28.24,hydra_zen_anti_stress_moisturizing_face_cream,lanc√¥me,lanc√¥me_hydra_zen_anti_stress_moisturizing_face_cream,
535,boscia,Rosewater Mist with Witch Hazel,24.0,36,6233,4.1667,4.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.58,11.57,5.07,rosewater_mist_with_witch_hazel,boscia,boscia_rosewater_mist_with_witch_hazel,Moisturizers
536,Clarins,Santal Face Treatment Oil,59.0,18,4335,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,27.78,59.0,santal_face_treatment_oil,clarins,clarins_santal_face_treatment_oil,Moisturizers
537,KORRES,Black Pine Antiaging Firming & Lifting Sleeping Facial,68.0,30,2128,3.3667,1.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.41,11.22,50.37,black_pine_antiaging_firming_lifting_sleeping_facial,korres,korres_black_pine_antiaging_firming_lifting_sleeping_facial,Moisturizers
538,Origins,A Perfect World‚Ñ¢ Antioxidant Moisturizer with White Tea,45.0,16,2440,4.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.66,25.0,26.47,a_perfect_world‚ñ¢_antioxidant_moisturizer_with_white_tea,origins,origins_a_perfect_world‚ñ¢_antioxidant_moisturizer_with_white_tea,
539,Algenist,Advanced Anti-Aging Repairing Oil,82.0,223,7261,4.4215,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07,1.98,82.0,advanced_anti_aging_repairing_oil,algenist,algenist_advanced_anti_aging_repairing_oil,Moisturizers
540,Murad,Essential-C Night Moisture,65.0,85,4654,4.2,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.83,4.94,38.24,essential_c_night_moisture,murad,murad_essential_c_night_moisture,Moisturizers
541,DERMAdoctor,Calm Cool & Corrected,85.0,275,4386,4.0145,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.27,1.46,50.0,calm_cool_corrected,dermadoctor,dermadoctor_calm_cool_corrected,Moisturizers
542,Murad,City Skin Overnight Detox Moisturizer,72.0,46,3585,3.9565,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.28,8.6,42.35,city_skin_overnight_detox_moisturizer,murad,murad_city_skin_overnight_detox_moisturizer,Moisturizers
543,Kiehl's Since 1851,Iris Extract Activating Treatment Essence,45.0,15,4878,4.4667,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.31,29.78,6.62,iris_extract_activating_treatment_essence,kiehl's_since_1851,kiehl's_since_1851_iris_extract_activating_treatment_essence,Moisturizers
544,KORRES,After Sun Greek Yoghurt Cooling Gel for Face and Body,26.0,326,9439,4.589,5.07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.45,1.41,5.13,after_sun_greek_yoghurt_cooling_gel_for_face_and_body,korres,korres_after_sun_greek_yoghurt_cooling_gel_for_face_and_body,Moisturizers
545,tarte,Radiance Drops - Rainforest of the Sea‚Ñ¢ Collection,32.0,285,42358,3.7088,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,1.3,32.0,radiance_drops_rainforest_of_the_sea‚ñ¢_collection,tarte,tarte_radiance_drops_rainforest_of_the_sea‚ñ¢_collection,
546,Origins,Original Skin‚Ñ¢ Essence Lotion with Dual Ferment Complex,30.0,92,7376,4.1739,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.25,4.54,6.0,original_skin‚ñ¢_essence_lotion_with_dual_ferment_complex,origins,origins_original_skin‚ñ¢_essence_lotion_with_dual_ferment_complex,
547,Origins,Dr. Andrew Weil for Origins‚Ñ¢ Mega-Mushroom Relief & Resilience Hydra Burst Gel Lotion,68.0,1,308,5.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.32,500.0,40.0,dr._andrew_weil_for_origins‚ñ¢_mega_mushroom_relief_resilience_hydra_burst_gel_lotion,origins,origins_dr._andrew_weil_for_origins‚ñ¢_mega_mushroom_relief_resilience_hydra_burst_gel_lotion,
548,CLINIQUE,Age Defense BB Cream Broad Spectrum SPF 30,39.0,756,11331,3.8585,1.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0.51,27.86,age_defense_bb_cream_broad_spectrum_spf_30,clinique,clinique_age_defense_bb_cream_broad_spectrum_spf_30,Moisturizers
550,belif,Problem Solution Moisturizer,38.0,43,4664,4.3488,4.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.92,10.11,9.0,problem_solution_moisturizer,belif,belif_problem_solution_moisturizer,Moisturizers
551,belif,Hydra Sebum Control Essence,42.0,57,7768,4.2807,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.73,7.51,25.0,hydra_sebum_control_essence,belif,belif_hydra_sebum_control_essence,Moisturizers
552,Lancer,The Method: Nourish Sensitive Skin,125.0,8,744,4.125,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.08,51.56,73.53,the_method:_nourish_sensitive_skin,lancer,lancer_the_method:_nourish_sensitive_skin,Moisturizers
553,Kate Somerville,DermalQuench Liquid Lift‚Ñ¢ Advanced Wrinkle Treatment ,95.0,117,5723,3.6581,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,3.13,38.0,dermalquench_liquid_lift‚ñ¢_advanced_wrinkle_treatment,kate_somerville,kate_somerville_dermalquench_liquid_lift‚ñ¢_advanced_wrinkle_treatment,
554,Kiehl's Since 1851,Blue Herbal Moisturizer,25.0,18,843,3.2222,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.14,17.9,7.35,blue_herbal_moisturizer,kiehl's_since_1851,kiehl's_since_1851_blue_herbal_moisturizer,Moisturizers
555,Youth To The People,Adaptogen Deep Moisture Cream with Ashwagandha + Reishi,58.0,879,21162,4.7418,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.15,0.54,29.0,adaptogen_deep_moisture_cream_with_ashwagandha_reishi,youth_to_the_people,youth_to_the_people_adaptogen_deep_moisture_cream_with_ashwagandha_reishi,Moisturizers
556,KORA Organics,Noni Glow Face Balm,38.0,21,3615,3.7619,0.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.58,17.91,108.57,noni_glow_face_balm,kora_organics,kora_organics_noni_glow_face_balm,Moisturizers
557,Murad,Resurgence Age-Balancing Night Cream,77.0,82,2860,4.0854,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.87,4.98,45.29,resurgence_age_balancing_night_cream,murad,murad_resurgence_age_balancing_night_cream,Moisturizers
558,Blithe,Vital Treatment Essence for Lifting,46.0,30,6258,4.4667,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.48,14.89,9.2,vital_treatment_essence_for_lifting,blithe,blithe_vital_treatment_essence_for_lifting,Moisturizers
559,SEPHORA COLLECTION,8 HR Mattifying Moisturizer Sunscreen Broad Spectrum SPF20,23.0,510,6994,4.1941,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.29,0.82,13.61,8_hr_mattifying_moisturizer_sunscreen_broad_spectrum_spf20,sephora_collection,sephora_collection_8_hr_mattifying_moisturizer_sunscreen_broad_spectrum_spf20,Moisturizers
560,Lancer,Intensive Night Treatment with Hylaplex¬Æ and Marula Oil,155.0,7,1412,4.2857,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,61.22,91.18,intensive_night_treatment_with_hylaplex¬æ_and_marula_oil,lancer,lancer_intensive_night_treatment_with_hylaplex¬æ_and_marula_oil,
561,Guerlain,Abeille Royale Night Cream,182.0,25,1613,4.48,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.55,17.92,113.75,abeille_royale_night_cream,guerlain,guerlain_abeille_royale_night_cream,Moisturizers
562,L'Occitane,Immortelle Precious Cream,65.0,195,3755,4.4154,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.19,2.26,38.24,immortelle_precious_cream,l'occitane,l'occitane_immortelle_precious_cream,Moisturizers
563,Lanc√¥me,Hydra Zen Anti-Stress Moisturizing Beauty Facial Essence,42.0,18,2587,4.7222,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7,26.23,6.27,hydra_zen_anti_stress_moisturizing_beauty_facial_essence,lanc√¥me,lanc√¥me_hydra_zen_anti_stress_moisturizing_beauty_facial_essence,
564,Dermalogica,Intensive Moisture Balance Moisturizer,50.0,93,232,4.5806,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40.09,4.93,29.41,intensive_moisture_balance_moisturizer,dermalogica,dermalogica_intensive_moisture_balance_moisturizer,Moisturizers
